gender,age,height,weight,bust_circumference,waist_circumference,hip_circumference
F,59.0,1.51,54.2,1134.4796179653679,1153.9949437229434,867.6127499999991
F,23.0,1.624,48.3,1141.5674274891776,1157.4515714285712,872.7250416666665
F,27.0,1.606,46.6,1132.7490941558442,1153.017003246753,859.1559365079364
F,22.0,1.65,62.4,1141.5674274891776,1157.4515714285712,911.1158472222226
M,48.0,1.584,57.3,1134.4796179653679,1153.9949437229434,869.3512162698414
M,32.0,1.753,90.6,1146.163137806638,1159.789884199134,1092.6405476190478
M,32.0,1.714,67.9,1132.3503441558441,1153.017003246753,939.8531567460319
F,19.0,1.61,56.2,1141.5674274891776,1157.4515714285712,873.8250158730161
F,20.0,1.629,50.1,1141.5674274891776,1157.4515714285712,880.8458382034632
F,27.0,1.63,54.6,1132.7490941558442,1153.017003246753,888.6970099206347
F,21.0,1.654,52.7,1141.5674274891776,1157.4515714285712,888.3385465367962
F,51.0,1.562,49.2,1134.4796179653679,1153.9949437229434,844.2056726190473
F,18.0,1.661,52.7,1140.3474274891776,1156.315821428571,889.3035465367961
F,34.0,1.64,60.4,1132.7490941558442,1153.017003246753,897.6897281746035
F,19.0,1.629,57.6,1141.5674274891776,1157.4515714285712,883.2758809523812
F,19.0,1.583,52.6,1141.5674274891776,1157.4515714285712,888.6368798701296
F,25.0,1.58,43.4,1141.5674274891776,1157.4515714285712,853.353410714286
F,21.0,1.57,61.3,1141.5674274891776,1157.4515714285712,906.562055555556
M,47.0,1.653,67.2,1134.080867965368,1153.9949437229434,935.5916865079369
M,42.0,1.63,55.9,1134.4796179653679,1153.9949437229434,861.4359642857142
M,29.0,1.776,55.3,1132.7490941558442,1153.017003246753,885.6922876984124
M,21.0,1.788,72.6,1141.1874274891777,1157.4515714285712,1016.5443273809522
M,44.0,1.745,78.3,1134.459617965368,1153.9949437229434,1012.7058670634923
M,30.0,1.73,73.0,1132.3690941558443,1153.017003246753,1008.4316726190473
M,30.0,1.7,66.9,1132.3503441558441,1153.017003246753,940.0787460317459
M,19.0,1.772,82.5,1143.1983163780665,1159.1577023809523,1070.4415099206353
M,19.0,1.735,84.1,1144.7976497113998,1160.0867023809524,1085.116176587302
M,18.0,1.682,70.7,1139.9674274891777,1156.315821428571,1002.7558537157284
M,18.0,1.799,75.0,1139.724094155844,1156.315821428571,1032.066890873016
M,18.0,1.777,84.1,1142.6556497114,1158.5347023809522,1086.8855068542575
M,32.0,1.72,54.4,1132.7490941558442,1153.017003246753,887.2224265873015
M,51.0,1.691,73.6,1134.339617965368,1153.9949437229434,986.6923253968256
M,19.0,1.684,69.5,1141.1686774891778,1157.4515714285712,1000.8900937950937
M,45.0,1.669,63.4,1134.4796179653679,1153.9949437229434,889.4892261904761
M,27.0,1.7,67.5,1132.3503441558441,1153.017003246753,943.0937460317459
M,38.0,1.808,76.6,1134.459617965368,1153.9949437229434,1002.9991130952384
M,33.0,1.777,79.2,1133.9766497114,1154.1832532467529,1025.2873749999997
M,52.0,1.721,66.0,1134.080867965368,1153.9949437229434,909.0037876984128
F,21.0,1.62,50.6,1141.5674274891776,1157.4515714285712,883.5774301948051
F,40.0,1.64,60.6,1134.4796179653679,1153.9949437229434,896.4535337301588
F,26.0,1.61,59.2,1132.7490941558442,1153.017003246753,884.8888412698414
F,26.0,1.603,49.5,1132.7490941558442,1153.017003246753,873.114228174603
F,29.0,1.66,49.4,1132.7490941558442,1153.017003246753,873.114228174603
F,28.0,1.52,47.0,1132.7490941558442,1153.017003246753,859.1849365079365
F,18.0,1.627,55.7,1140.3474274891776,1156.315821428571,883.5297242063493
F,27.0,1.651,49.3,1132.7490941558442,1153.017003246753,872.8733948412697
M,40.0,1.732,65.4,1134.080867965368,1153.9949437229434,915.3743035714284
M,31.0,1.814,70.7,1132.3690941558443,1153.017003246753,995.2253273809525
M,28.0,1.827,68.0,1132.3503441558441,1153.017003246753,944.8722162698416
M,25.0,1.733,69.2,1141.1686774891778,1157.4515714285712,984.9418340548339
M,24.0,1.724,73.5,1141.1874274891777,1157.4515714285712,1020.9419841269842
M,22.0,1.76,80.5,1143.6349830447332,1157.438488095238,1053.56360966811
F,26.0,1.65,70.5,1132.3690941558443,1153.017003246753,992.6962023809526
F,58.0,1.52,57.1,1134.4796179653679,1153.9949437229434,869.2499107142858
F,52.0,1.62,51.7,1134.4796179653679,1153.9949437229434,853.0788878066373
F,34.0,1.59,60.0,1132.7490941558442,1153.017003246753,881.3893154761906
F,30.0,1.576,53.0,1132.7490941558442,1153.017003246753,886.2352775974023
F,30.0,1.675,50.2,1132.7490941558442,1153.017003246753,875.3024651875901
F,27.0,1.63,61.7,1132.7490941558442,1153.017003246753,896.5754352453105
F,32.0,1.619,62.8,1132.7490941558442,1153.017003246753,905.608246753247
F,38.0,1.65,55.9,1134.4796179653679,1153.9949437229434,861.4359642857142
F,34.0,1.675,54.4,1132.7490941558442,1153.017003246753,887.2224265873015
F,26.0,1.603,86.4,1138.7455068542567,1156.1011897546894,1076.8802182539687
M,34.0,1.69,54.4,1132.7490941558442,1153.017003246753,887.2224265873015
M,26.0,1.732,76.1,1132.7290941558442,1153.017003246753,1007.8180535714287
M,47.0,1.657,63.2,1134.4796179653679,1153.9949437229434,903.2658638167383
M,26.0,1.743,63.0,1132.7490941558442,1153.017003246753,906.9292467532472
M,51.0,1.621,70.1,1134.080867965368,1153.9949437229434,970.9616596320345
M,29.0,1.67,67.8,1132.3503441558441,1153.017003246753,943.1545257936509
M,33.0,1.751,81.1,1135.8266497113998,1153.3939199134197,1039.5069404761903
M,34.0,1.691,53.4,1132.7490941558442,1153.017003246753,885.9742191558439
F,18.0,1.557,55.1,1140.3474274891776,1156.315821428571,890.6110396825395
F,18.0,1.647,48.2,1140.3474274891776,1156.315821428571,877.2513035714285
F,18.0,1.593,57.6,1140.3474274891776,1156.315821428571,890.9641468253972
F,18.0,1.683,66.9,1139.9486774891777,1156.315821428571,945.2796170634922
F,18.0,1.482,45.5,1140.3474274891776,1156.315821428571,858.8405773809527
F,16.0,1.55,46.6,1140.3474274891776,1156.315821428571,867.5499642857143
F,17.0,1.56,53.7,1140.3474274891776,1156.315821428571,886.0730396825394
F,16.0,1.561,48.2,1140.3474274891776,1156.315821428571,877.2513035714285
F,17.0,1.606,60.0,1140.3474274891776,1156.315821428571,902.278531746032
M,18.0,1.79,55.5,1140.3474274891776,1156.315821428571,882.3369880952383
M,18.0,1.749,90.7,1150.081018759019,1163.0286190476188,1106.8917799422804
M,18.0,1.724,58.0,1140.3474274891776,1156.315821428571,890.7082539682543
M,18.0,1.795,77.1,1139.724094155844,1156.315821428571,1033.4791816378067
M,18.0,1.661,54.7,1140.3474274891776,1156.315821428571,889.4047420634918
M,16.0,1.905,70.9,1139.9674274891777,1156.315821428571,1001.4593180014429
M,16.0,1.739,62.8,1140.3474274891776,1156.315821428571,914.7833115079366
M,16.0,1.79,55.8,1140.3474274891776,1156.315821428571,885.1869007936508
M,17.0,1.809,63.8,1140.3474274891776,1156.315821428571,916.7431289682543
M,17.0,1.664,50.4,1140.3474274891776,1156.315821428571,884.7530762987012
F,18.0,1.566,51.8,1140.3474274891776,1156.315821428571,885.7508163780661
F,18.0,1.536,59.1,1140.3474274891776,1156.315821428571,896.854811507937
F,18.0,1.58,44.8,1140.3474274891776,1156.315821428571,858.354660714286
M,17.0,1.72,72.0,1139.9674274891777,1156.315821428571,1017.8867896825395
M,17.0,1.74,62.1,1140.3474274891776,1156.315821428571,908.3426428571431
M,17.0,1.729,53.1,1140.3474274891776,1156.315821428571,886.1481774891772
M,17.0,1.716,49.2,1140.3474274891776,1156.315821428571,877.6709226190472
M,17.0,1.69,50.0,1140.3474274891776,1156.315821428571,884.523492965368
M,17.0,1.775,101.7,1154.043102092352,1163.0855357142855,1179.443346861472
M,18.0,1.8,75.1,1139.724094155844,1156.315821428571,1034.394648809524
M,18.0,1.794,75.1,1139.724094155844,1156.315821428571,1034.394648809524
M,18.0,1.685,48.8,1140.3474274891776,1156.315821428571,876.7157321428568
F,20.0,1.514,55.6,1141.5674274891776,1157.4515714285712,873.7082916666666
F,20.0,1.558,42.1,1141.5674274891776,1157.4515714285712,853.7367321428575
F,19.0,1.724,53.2,1141.5674274891776,1157.4515714285712,884.5824761904759
M,19.0,1.784,68.2,1141.1686774891778,1157.4515714285712,946.5682606421359
M,23.0,1.825,74.1,1140.8324274891777,1157.4515714285712,1029.31428968254
M,22.0,1.702,63.5,1141.5674274891776,1157.4515714285712,912.2651190476194
M,19.0,1.795,85.5,1143.7605068542568,1160.7569246031744,1096.8947321428577
M,22.0,1.715,64.6,1141.1686774891778,1157.4515714285712,916.190773809524
M,19.0,1.74,57.2,1141.5674274891776,1157.4515714285712,881.1672123015876
M,23.0,1.83,78.5,1140.5374274891776,1157.4515714285712,1046.3281949855705
M,23.0,1.678,73.6,1141.1874274891777,1157.4515714285712,1022.0609126984128
M,23.0,1.724,54.2,1141.5674274891776,1157.4515714285712,886.9875277777777
M,23.0,1.875,77.8,1140.5374274891776,1157.4515714285712,1034.7548069985573
M,20.0,1.74,65.9,1141.1686774891778,1157.4515714285712,924.7010607864357
M,19.0,1.758,73.6,1141.1874274891777,1157.4515714285712,1022.0609126984128
M,18.0,1.67,67.8,1139.9486774891777,1156.315821428571,949.37039484127
M,25.0,1.744,79.0,1140.8863163780666,1158.2278214285711,1044.5133378427133
M,22.0,1.784,69.9,1141.1686774891778,1157.4515714285712,1002.100665223665
M,22.0,1.754,64.4,1141.1686774891778,1157.4515714285712,914.4044960317462
F,20.0,1.651,56.4,1141.5674274891776,1157.4515714285712,873.719896825397
F,19.0,1.525,52.0,1141.5674274891776,1157.4515714285712,882.2723759018756
F,19.0,1.617,59.1,1141.5674274891776,1157.4515714285712,892.9180317460319
F,19.0,1.585,46.0,1141.5674274891776,1157.4515714285712,859.5268511904765
F,19.0,1.614,53.0,1141.5674274891776,1157.4515714285712,886.1189989177487
F,19.0,1.655,53.7,1141.5674274891776,1157.4515714285712,885.3544563492063
F,19.0,1.54,62.5,1141.5674274891776,1157.4515714285712,912.9823194444448
F,20.0,1.649,52.5,1141.5674274891776,1157.4515714285712,889.9229036796537
F,20.0,1.64,47.6,1141.5674274891776,1157.4515714285712,867.2796666666666
F,19.0,1.594,47.8,1141.5674274891776,1157.4515714285712,870.3475833333332
F,19.0,1.623,58.2,1141.5674274891776,1157.4515714285712,883.2683214285717
F,34.0,1.582,54.1,1132.7490941558442,1153.017003246753,887.1583789682539
F,21.0,1.641,54.5,1141.5674274891776,1157.4515714285712,887.0515753968252
F,37.0,1.656,59.6,1134.4796179653679,1153.9949437229434,877.3969722222223
F,20.0,1.606,48.1,1141.5674274891776,1157.4515714285712,872.4502559523806
F,20.0,1.618,56.4,1141.5674274891776,1157.4515714285712,873.719896825397
F,34.0,1.61,50.9,1132.7490941558442,1153.017003246753,878.8817476551225
F,36.0,1.71,75.1,1132.7290941558442,1153.017003246753,1015.194486111111
F,20.0,1.612,51.9,1141.5674274891776,1157.4515714285712,882.3920009018757
F,24.0,1.667,55.3,1141.5674274891776,1157.4515714285712,886.5808531746028
F,35.0,1.661,54.9,1132.7490941558442,1153.017003246753,889.5923432539681
F,36.0,1.695,71.4,1132.3690941558443,1153.017003246753,1006.4244226190477
F,31.0,1.573,55.0,1132.7490941558442,1153.017003246753,889.6853432539682
F,20.0,1.678,53.9,1141.5674274891776,1157.4515714285712,886.2225277777777
F,20.0,1.617,55.3,1141.5674274891776,1157.4515714285712,886.5808531746028
M,29.0,1.73,64.0,1132.7490941558442,1153.017003246753,911.9084642857147
M,29.0,1.798,93.4,1144.8219235209235,1158.3150925324671,1095.5280535714287
M,19.0,1.712,65.4,1141.1686774891778,1157.4515714285712,924.4116448412695
M,39.0,1.715,67.8,1134.080867965368,1153.9949437229434,932.836472222222
M,47.0,1.668,73.9,1133.744617965368,1153.9949437229434,994.640771825397
F,33.0,1.66,52.7,1132.7490941558442,1153.017003246753,888.5510752164498
F,35.0,1.63,58.2,1132.7490941558442,1153.017003246753,875.5857182539683
F,32.0,1.603,44.8,1132.7490941558442,1153.017003246753,851.6649067460321
F,37.0,1.599,73.1,1134.339617965368,1153.9949437229434,983.8396587301588
F,32.0,1.595,52.6,1132.7490941558442,1153.017003246753,888.8494085497832
F,20.0,1.525,47.0,1141.5674274891776,1157.4515714285712,862.4765595238094
F,31.0,1.72,58.6,1132.7490941558442,1153.017003246753,878.9588253968255
F,36.0,1.61,52.6,1132.7490941558442,1153.017003246753,888.8494085497832
F,39.0,1.74,70.7,1134.339617965368,1153.9949437229434,976.3403392857144
F,32.0,1.61,47.4,1132.7490941558442,1153.017003246753,863.2752936507937
F,35.0,1.63,67.3,1132.3503441558441,1153.017003246753,943.6061587301589
F,35.0,1.694,58.2,1132.7490941558442,1153.017003246753,875.5857182539683
F,19.0,1.611,69.2,1141.1686774891778,1157.4515714285712,984.9418340548339
F,35.0,1.69,62.9,1132.7490941558442,1153.017003246753,906.3904193722947
F,19.0,1.63,47.9,1141.5674274891776,1157.4515714285712,870.2775833333332
F,19.0,1.68,56.8,1141.5674274891776,1157.4515714285712,879.2733551587304
F,22.0,1.668,56.4,1141.5674274891776,1157.4515714285712,873.719896825397
F,37.0,1.61,54.1,1134.4796179653679,1153.9949437229434,867.6127499999991
F,36.0,1.59,59.2,1132.7490941558442,1153.017003246753,884.8888412698414
F,33.0,1.647,67.9,1132.3503441558441,1153.017003246753,939.8531567460319
F,34.0,1.542,39.9,1132.7490941558442,1153.017003246753,850.422656746032
F,38.0,1.633,75.2,1134.459617965368,1153.9949437229434,1006.1725674603174
M,55.0,1.715,67.3,1134.080867965368,1153.9949437229434,936.4759543650798
M,60.0,1.703,58.4,1134.4796179653679,1153.9949437229434,874.2143075396826
M,29.0,1.765,71.6,1132.3690941558443,1153.017003246753,1006.9149226190476
M,49.0,1.66,72.7,1134.339617965368,1153.9949437229434,979.3777137445887
M,54.0,1.676,82.1,1137.9988401875903,1154.61661038961,1051.7778095238093
M,45.0,1.735,76.7,1134.459617965368,1153.9949437229434,1002.3115476190479
M,50.0,1.748,67.4,1134.080867965368,1153.9949437229434,936.5968591269844
M,43.0,1.675,69.2,1134.080867965368,1153.9949437229434,962.9706547619043
M,47.0,1.77,78.8,1134.8085068542568,1154.3849437229433,1020.3630059523811
M,55.0,1.71,81.4,1137.5571735209237,1154.45661038961,1042.1352142857143
M,56.0,1.77,94.6,1154.6682330447331,1160.5232830086577,1093.3334226190477
F,39.0,1.695,51.6,1134.4796179653679,1153.9949437229434,852.6829592352087
F,39.0,1.563,70.0,1134.080867965368,1153.9949437229434,971.0979096320345
F,34.0,1.585,57.5,1132.7490941558442,1153.017003246753,874.0299980158733
F,29.0,1.55,50.8,1132.7490941558442,1153.017003246753,878.8777476551226
F,38.0,1.705,72.9,1134.339617965368,1153.9949437229434,979.1575654761905
F,26.0,1.57,51.3,1132.7490941558442,1153.017003246753,879.8224870129869
F,32.0,1.525,54.5,1132.7490941558442,1153.017003246753,887.2224265873015
F,35.0,1.632,54.1,1132.7490941558442,1153.017003246753,887.1583789682539
F,38.0,1.66,46.6,1134.4796179653679,1153.9949437229434,847.2078333333333
F,18.0,1.584,53.0,1140.3474274891776,1156.315821428571,887.6039989177485
F,36.0,1.61,51.3,1132.7490941558442,1153.017003246753,879.8224870129869
F,28.0,1.672,55.2,1132.7490941558442,1153.017003246753,890.0939404761904
F,33.0,1.615,50.8,1132.7490941558442,1153.017003246753,878.8777476551226
F,34.0,1.656,61.3,1132.7490941558442,1153.017003246753,895.5084563492067
F,34.0,1.543,53.8,1132.7490941558442,1153.017003246753,885.6922469336218
M,34.0,1.73,70.5,1132.3690941558443,1153.017003246753,992.6962023809526
F,19.0,1.691,66.1,1141.1686774891778,1157.4515714285712,924.2843246753246
M,16.0,1.7,61.7,1140.3474274891776,1156.315821428571,908.3732400793654
M,16.0,1.7,52.7,1140.3474274891776,1156.315821428571,889.3035465367961
M,18.0,1.646,55.9,1140.3474274891776,1156.315821428571,883.9736825396827
M,16.0,1.715,74.5,1139.6124274891777,1156.315821428571,1029.5315575396826
M,17.0,1.725,87.5,1149.8341497113997,1160.0210357142855,1092.7486309523817
F,17.0,1.498,47.8,1140.3474274891776,1156.315821428571,875.3853452380952
F,17.0,1.509,51.1,1140.3474274891776,1156.315821428571,885.1791536796533
F,17.0,1.615,51.0,1140.3474274891776,1156.315821428571,885.38644534632
F,18.0,1.612,54.0,1140.3474274891776,1156.315821428571,887.1911111111109
F,17.0,1.54,45.4,1140.3474274891776,1156.315821428571,858.8405773809527
F,17.0,1.568,50.9,1140.3474274891776,1156.315821428571,885.3247635281382
F,17.0,1.57,50.2,1140.3474274891776,1156.315821428571,884.3244096320345
F,17.0,1.598,61.9,1140.3474274891776,1156.315821428571,907.9606984126989
F,18.0,1.649,73.2,1139.9674274891777,1156.315821428571,1019.9744365079366
F,18.0,1.63,83.1,1141.638983044733,1157.6597023809522,1083.6633679653685
F,18.0,1.642,64.8,1139.9486774891777,1156.315821428571,919.420367063492
F,17.0,1.649,52.7,1140.3474274891776,1156.315821428571,889.3035465367961
F,18.0,1.621,54.0,1140.3474274891776,1156.315821428571,887.1911111111109
F,16.0,1.55,47.8,1140.3474274891776,1156.315821428571,875.3853452380952
F,16.0,1.61,51.3,1140.3474274891776,1156.315821428571,885.1887251082247
F,16.0,1.689,67.9,1139.9486774891777,1156.315821428571,947.3024186507937
F,18.0,1.69,74.7,1139.724094155844,1156.315821428571,1029.5099861111114
M,18.0,1.7,63.6,1140.3474274891776,1156.315821428571,913.4586488095242
M,18.0,1.675,65.7,1139.9486774891777,1156.315821428571,922.0288650793648
M,18.0,1.668,57.2,1140.3474274891776,1156.315821428571,890.1647539682543
M,17.0,1.834,77.6,1139.724094155844,1156.315821428571,1035.4587335858587
M,18.0,1.716,54.6,1140.3474274891776,1156.315821428571,889.2447420634917
M,18.0,1.777,60.4,1140.3474274891776,1156.315821428571,910.2789900793651
M,17.0,1.65,75.5,1139.724094155844,1156.315821428571,1034.232526875902
M,18.0,1.681,64.9,1139.9486774891777,1156.315821428571,919.7437956349207
M,17.0,1.68,63.3,1140.3474274891776,1156.315821428571,915.612643009768
M,17.0,1.724,83.8,1142.6556497114,1158.5347023809522,1087.722810425686
M,18.0,1.758,62.3,1140.3474274891776,1156.315821428571,909.9826904761907
M,17.0,1.747,60.8,1140.3474274891776,1156.315821428571,905.2769792568546
M,16.0,1.806,63.7,1140.3474274891776,1156.315821428571,919.0048373015874
M,16.0,1.701,60.4,1140.3474274891776,1156.315821428571,910.2789900793651
F,16.0,1.629,49.2,1140.3474274891776,1156.315821428571,877.6709226190472
F,16.0,1.602,45.0,1140.3474274891776,1156.315821428571,858.8693273809528
F,16.0,1.624,52.8,1140.3474274891776,1156.315821428571,889.1485465367962
M,16.0,1.845,82.9,1141.638983044733,1157.6597023809522,1083.3350584415589
M,17.0,1.68,69.8,1139.9486774891777,1156.315821428571,1000.1790640331888
M,16.0,1.655,54.8,1140.3474274891776,1156.315821428571,890.2532896825395
F,17.0,1.659,62.3,1140.3474274891776,1156.315821428571,909.9826904761907
F,17.0,1.665,56.5,1140.3474274891776,1156.315821428571,883.6430337301589
F,17.0,1.589,57.1,1140.3474274891776,1156.315821428571,889.6772539682544
F,17.0,1.62,86.0,1144.3218401875902,1159.4910357142855,1093.8011626984132
F,16.0,1.687,64.9,1139.9486774891777,1156.315821428571,919.7437956349207
F,32.0,1.644,43.7,1132.7490941558442,1153.017003246753,850.8747400793654
F,34.0,1.674,55.5,1132.7490941558442,1153.017003246753,867.6165535714285
F,29.0,1.562,56.6,1132.7490941558442,1153.017003246753,868.5429603174604
M,29.0,1.715,76.1,1132.7290941558442,1153.017003246753,1007.8180535714287
M,21.0,1.695,67.9,1141.1686774891778,1157.4515714285712,940.916265873016
M,22.0,1.785,70.5,1141.1874274891777,1157.4515714285712,998.6860818903319
M,28.0,1.753,63.8,1132.7490941558442,1153.017003246753,911.2009087301591
M,32.0,1.755,84.0,1135.9793163780664,1155.8029675324674,1061.7363273809528
M,20.0,1.7,54.9,1141.5674274891776,1157.4515714285712,889.2323253968252
M,20.0,1.661,57.1,1141.5674274891776,1157.4515714285712,881.1701289682542
M,20.0,1.715,68.8,1141.1686774891778,1157.4515714285712,963.5219312770565
M,28.0,1.676,63.8,1132.7490941558442,1153.017003246753,911.2009087301591
M,21.0,1.729,64.9,1141.1686774891778,1157.4515714285712,916.6468988095238
M,22.0,1.746,66.6,1141.1686774891778,1157.4515714285712,931.9788147546898
M,25.0,1.805,89.1,1161.8633163780664,1162.1091190476188,1094.6294166666669
M,34.0,1.679,65.1,1132.3503441558441,1153.017003246753,918.5319880952379
M,30.0,1.7,67.6,1132.3503441558441,1153.017003246753,942.3313452380954
M,33.0,1.785,79.5,1135.8266497113998,1153.9912532467529,1030.8818988095236
M,35.0,1.766,74.1,1132.0140941558443,1153.017003246753,1014.7859980158729
M,25.0,1.66,56.3,1141.5674274891776,1157.4515714285712,873.8250158730161
M,35.0,1.77,84.6,1135.9793163780664,1155.8029675324674,1063.292678571429
M,32.0,1.65,70.3,1132.2290941558442,1153.017003246753,993.6342142857143
M,20.0,1.716,75.8,1140.5374274891776,1157.4515714285712,1032.0856022727273
M,20.0,1.751,65.4,1141.1686774891778,1157.4515714285712,924.4116448412695
M,20.0,1.736,69.5,1141.1686774891778,1157.4515714285712,1000.8900937950937
M,20.0,1.74,68.7,1141.1686774891778,1157.4515714285712,962.3321812770566
M,31.0,1.82,90.2,1148.3124235209234,1159.789884199134,1092.5983750000003
M,20.0,1.716,85.7,1146.4638401875902,1160.7569246031744,1096.199529761905
M,20.0,1.759,71.4,1141.1874274891777,1157.4515714285712,1014.8826865079365
M,20.0,1.718,65.8,1141.1686774891778,1157.4515714285712,920.8022718253966
M,20.0,1.634,67.7,1141.1686774891778,1157.4515714285712,943.4226765873018
M,19.0,1.8,68.8,1141.1686774891778,1157.4515714285712,963.5219312770565
M,22.0,1.848,100.7,1157.9533163780663,1163.9112857142857,1172.3606760461764
M,20.0,1.697,57.8,1141.5674274891776,1157.4515714285712,883.1437976190477
M,20.0,1.693,67.7,1141.1686774891778,1157.4515714285712,943.4226765873018
M,20.0,1.682,69.2,1141.1686774891778,1157.4515714285712,984.9418340548339
M,20.0,1.851,73.1,1141.1874274891777,1157.4515714285712,1017.8311448412695
M,20.0,1.764,85.2,1143.7605068542568,1160.2094246031745,1089.4639206349211
M,20.0,1.69,59.7,1141.5674274891776,1157.4515714285712,895.6630555555557
M,20.0,1.861,84.0,1144.7976497113998,1160.0867023809524,1085.3222182539687
M,35.0,1.722,88.5,1155.199983044733,1157.2401897546893,1088.6724781746034
M,37.0,1.784,73.8,1133.744617965368,1153.9949437229434,987.7080873015874
M,20.0,1.774,72.6,1141.1874274891777,1157.4515714285712,1016.5443273809522
M,32.0,1.757,86.9,1138.7455068542567,1156.1011897546894,1078.0586388888892
M,21.0,1.786,64.9,1141.1686774891778,1157.4515714285712,916.6468988095238
M,36.0,1.64,62.1,1132.7490941558442,1153.017003246753,897.1077388167391
M,23.0,1.76,77.6,1140.5374274891776,1157.4515714285712,1033.9619002525253
M,49.0,1.78,87.6,1145.2350068542569,1156.257213564213,1078.6399801587306
M,29.0,1.69,85.9,1137.0438401875901,1156.1011897546894,1077.737321428572
M,35.0,1.686,71.8,1132.3690941558443,1153.017003246753,1007.1114702380952
M,26.0,1.773,72.1,1132.3690941558443,1153.017003246753,1008.9422321428569
M,23.0,1.767,73.1,1141.1874274891777,1157.4515714285712,1017.8311448412695
M,20.0,1.817,97.9,1157.701602092352,1166.0193928571427,1111.036748556999
M,40.0,1.705,84.0,1136.5498401875902,1155.6608246753244,1061.1532440476192
M,31.0,1.805,93.0,1143.6969235209235,1158.3150925324671,1095.6868035714288
M,39.0,1.739,95.6,1154.6682330447331,1160.1725687229434,1113.902773809524
M,36.0,1.836,87.7,1148.1451497113997,1156.6311897546893,1077.7007539682543
M,19.0,1.703,77.8,1140.5374274891776,1157.4515714285712,1034.7548069985573
M,37.0,1.708,81.2,1137.5571735209237,1154.45661038961,1040.8275535714286
M,22.0,1.852,91.4,1150.8330187590188,1163.3102023809522,1095.6455714285714
M,19.0,1.711,65.0,1141.1686774891778,1157.4515714285712,917.7309503968254
M,36.0,1.66,73.7,1132.0140941558443,1153.017003246753,1012.3160753968256
M,27.0,1.606,65.8,1132.3503441558441,1153.017003246753,920.1333511904761
M,29.0,1.77,86.2,1137.9555068542568,1156.1011897546894,1076.861408730159
M,34.0,1.68,81.4,1135.8266497113998,1153.5239199134196,1041.8765119047619
M,23.0,1.774,72.8,1141.1874274891777,1157.4515714285712,1014.7924107142856
M,21.0,1.887,98.3,1157.9533163780663,1165.4115357142855,1107.4740699855706
M,23.0,1.72,65.2,1141.1686774891778,1157.4515714285712,919.9773849206347
M,30.0,1.643,77.4,1132.7290941558442,1153.017003246753,1009.58568452381
M,22.0,1.755,97.0,1157.8841020923521,1164.5860595238094,1114.6060838744595
M,26.0,1.813,77.1,1132.7290941558442,1153.017003246753,1006.961404761905
M,36.0,1.709,69.7,1132.3503441558441,1153.017003246753,993.2589761904766
M,39.0,1.72,59.9,1134.4796179653679,1153.9949437229434,880.005267857143
